Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area
LP001335,Female,Yes,1,Graduate,No,7460.0,0.0,135.0,421.0,1.0,Urban
LP001310,Female,No,2,Not Graduate,No,7051.0,704.0,181.0,420.0,1.0,Semiurban
LP001187,Female,No,3+,Graduate,No,2526.0,0.0,80.0,380.0,1.0,Urban
LP001446,Female,Yes,0,Graduate,Yes,10089.0,3572.0,188.0,410.0,1.0,Semiurban
LP002031,Female,No,2,Not Graduate,Yes,17661.0,0.0,103.0,377.0,1.0,Rural
LP001610,Female,Yes,3+,Not Graduate,No,5641.0,4687.0,188.0,367.0,1.0,Semiurban
LP002740,Female,Yes,1,Not Graduate,No,3850.0,0.0,148.0,321.0,1.0,Semiurban
LP001611,Male,No,0,Not Graduate,Yes,4664.0,391.0,301.0,232.0,1.0,Rural
LP002397,Female,No,3+,Not Graduate,Yes,3346.0,6458.0,218.0,301.0,1.0,Semiurban
LP001119,Female,No,1,Not Graduate,Yes,5163.0,0.0,244.0,436.0,1.0,Semiurban
LP001660,Male,Yes,2,Not Graduate,No,1697.0,4482.0,61.0,361.0,1.0,Rural
LP001472,Female,Yes,0,Not Graduate,No,131.0,3495.0,101.0,316.0,0.0,Urban
LP002744,Female,No,3+,Not Graduate,No,5059.0,0.0,168.0,420.0,1.0,Urban
LP002606,Male,Yes,2,Graduate,Yes,5642.0,2177.0,47.0,313.0,1.0,Urban
LP002876,Female,Yes,1,Not Graduate,Yes,3624.0,5758.0,223.0,388.0,1.0,Urban
LP001508,Male,Yes,1,Not Graduate,Yes,13477.0,487.0,153.0,429.0,1.0,Urban
LP001674,Male,No,3+,Graduate,Yes,7546.0,0.0,228.0,382.0,0.0,Rural
LP002760,Male,Yes,1,Not Graduate,Yes,9408.0,2495.0,180.0,411.0,1.0,Rural
LP001573,Male,No,0,Graduate,No,9559.0,1018.0,146.0,373.0,1.0,Semiurban
LP002478,Female,No,3+,Graduate,No,5776.0,0.0,133.0,218.0,1.0,Urban
LP001611,Male,Yes,2,Not Graduate,No,6425.0,999.0,83.0,428.0,1.0,Rural
LP001757,Male,No,3+,Graduate,Yes,281.0,282.0,78.0,394.0,1.0,Rural
LP002746,Female,Yes,3+,Not Graduate,No,8916.0,1237.0,211.0,322.0,1.0,Urban
LP002610,Male,No,2,Not Graduate,Yes,3282.0,0.0,194.0,304.0,1.0,Rural
LP002795,Male,No,1,Graduate,No,1536.0,2592.0,238.0,350.0,0.0,Semiurban
LP002768,Male,Yes,2,Graduate,No,12595.0,0.0,100.0,264.0,1.0,Semiurban
LP001841,Male,No,0,Graduate,Yes,0.0,3632.0,229.0,404.0,1.0,Urban
LP002250,Female,No,1,Not Graduate,No,14970.0,4517.0,129.0,332.0,0.0,Urban
LP002936,Male,No,3+,Not Graduate,No,14519.0,0.0,187.0,284.0,1.0,Urban
LP002450,Female,Yes,1,Graduate,No,3914.0,5123.0,243.0,385.0,1.0,Semiurban
LP001846,Female,Yes,1,Not Graduate,No,15347.0,1284.0,303.0,373.0,1.0,Rural
LP001496,Male,No,0,Not Graduate,No,121.0,4530.0,226.0,395.0,1.0,Semiurban
LP002105,Male,No,1,Graduate,No,10841.0,4133.0,158.0,259.0,1.0,Urban
LP002721,Male,No,1,Graduate,No,5275.0,0.0,186.0,390.0,1.0,Rural
LP002444,Male,Yes,1,Graduate,Yes,0.0,0.0,239.0,459.0,0.0,Semiurban
LP001020,Female,Yes,3+,Graduate,No,1586.0,5991.0,197.0,339.0,2.0,Urban
LP002165,Female,No,1,Graduate,Yes,4186.0,0.0,112.0,335.0,1.0,Urban
LP002042,Female,Yes,2,Graduate,No,9616.0,2583.0,190.0,252.0,1.0,Rural
LP001800,Male,Yes,1,Graduate,Yes,2463.0,0.0,243.0,348.0,1.0,Semiurban
LP001835,Female,Yes,0,Graduate,Yes,3624.0,0.0,283.0,276.0,1.0,Rural
LP002425,Male,Yes,1,Graduate,No,8261.0,1551.0,147.0,418.0,1.0,Rural
LP001008,Male,No,1,Graduate,Yes,7960.0,7560.0,56.0,500.0,0.0,Semiurban
LP001421,Male,Yes,3+,Not Graduate,Yes,4657.0,3690.0,5.0,502.0,1.0,Semiurban
LP002047,Male,Yes,2,Not Graduate,No,3455.0,0.0,204.0,286.0,0.0,Semiurban
LP002205,Male,No,1,Graduate,Yes,10529.0,2133.0,24.0,294.0,1.0,Rural
LP001222,Female,No,2,Not Graduate,No,3423.0,0.0,167.0,382.0,1.0,Rural
LP001514,Female,Yes,0,Not Graduate,Yes,0.0,0.0,226.0,327.0,1.0,Semiurban
LP001749,Male,Yes,3+,Not Graduate,Yes,2934.0,2062.0,130.0,343.0,-0.0,Semiurban
LP001790,Female,No,2,Not Graduate,Yes,8294.0,3546.0,27.0,502.0,1.0,Rural
LP001608,Male,No,3+,Not Graduate,Yes,4330.0,5846.0,45.0,272.0,1.0,Semiurban
LP001921,Male,No,1,Not Graduate,No,2317.0,2616.0,71.0,360.0,1.0,Urban
LP002326,Male,Yes,0,Graduate,No,0.0,1619.0,133.0,367.0,1.0,Semiurban
LP001914,Female,Yes,3+,Graduate,No,4360.0,681.0,236.0,411.0,1.0,Urban
LP001207,Male,No,1,Not Graduate,No,6478.0,3037.0,143.0,286.0,1.0,Urban
LP001722,Male,Yes,2,Not Graduate,No,0.0,0.0,309.0,439.0,1.0,Rural
LP002329,Female,No,0,Graduate,Yes,4102.0,0.0,223.0,359.0,0.0,Rural
LP002172,Female,Yes,0,Not Graduate,No,0.0,0.0,165.0,288.0,1.0,Rural
LP002018,Female,No,2,Not Graduate,Yes,4446.0,177.0,137.0,330.0,1.0,Semiurban
LP001386,Male,No,2,Not Graduate,No,15007.0,0.0,104.0,407.0,1.0,Rural
LP002478,Male,Yes,0,Not Graduate,No,6158.0,0.0,154.0,478.0,1.0,Semiurban
LP002760,Female,Yes,3+,Not Graduate,No,0.0,0.0,185.0,319.0,1.0,Rural
LP002978,Male,Yes,0,Graduate,No,7066.0,2175.0,167.0,480.0,0.0,Urban
LP001357,Female,Yes,2,Graduate,Yes,12651.0,5052.0,104.0,423.0,1.0,Rural
LP001334,Female,Yes,3+,Not Graduate,No,0.0,2386.0,63.0,309.0,1.0,Urban
LP002637,Male,Yes,1,Graduate,Yes,0.0,43.0,287.0,381.0,1.0,Semiurban
LP002236,Male,No,0,Not Graduate,Yes,6651.0,2793.0,192.0,399.0,1.0,Rural
LP002301,Female,Yes,2,Not Graduate,No,4684.0,1902.0,170.0,327.0,0.0,Rural
LP002152,Female,No,1,Not Graduate,Yes,12078.0,2062.0,182.0,300.0,1.0,Urban
LP002682,Female,No,0,Not Graduate,Yes,4151.0,1539.0,228.0,334.0,-0.0,Rural
LP002527,Female,Yes,0,Not Graduate,No,9881.0,6294.0,106.0,317.0,0.0,Semiurban
LP002971,Male,No,3+,Not Graduate,Yes,13883.0,1871.0,132.0,360.0,1.0,Urban
LP001496,Female,No,2,Not Graduate,No,239.0,76.0,84.0,484.0,1.0,Semiurban
LP002375,Female,Yes,1,Not Graduate,No,9438.0,0.0,142.0,372.0,1.0,Semiurban
LP001177,Female,Yes,0,Not Graduate,Yes,2897.0,4053.0,90.0,460.0,1.0,Urban
LP002399,Male,Yes,3+,Graduate,Yes,0.0,0.0,65.0,379.0,1.0,Semiurban
LP001862,Male,No,1,Not Graduate,Yes,7893.0,5291.0,17.0,531.0,1.0,Rural
LP002398,Female,Yes,1,Graduate,Yes,8594.0,0.0,271.0,289.0,1.0,Semiurban
LP001047,Male,Yes,0,Graduate,Yes,0.0,4936.0,117.0,208.0,1.0,Rural
LP002832,Male,Yes,1,Not Graduate,Yes,2595.0,3769.0,180.0,360.0,1.0,Urban
LP001338,Male,Yes,0,Graduate,Yes,1632.0,407.0,150.0,368.0,1.0,Rural
LP001527,Female,No,3+,Not Graduate,No,9793.0,0.0,181.0,445.0,1.0,Semiurban
LP002467,Female,Yes,3+,Not Graduate,No,0.0,4952.0,0.0,466.0,1.0,Rural
LP001267,Male,No,1,Not Graduate,No,5788.0,6494.0,106.0,241.0,1.0,Semiurban
LP001508,Female,Yes,0,Not Graduate,Yes,0.0,0.0,232.0,331.0,1.0,Rural
LP001275,Female,No,2,Graduate,Yes,7341.0,3180.0,293.0,351.0,1.0,Urban
LP001259,Male,No,3+,Graduate,Yes,5892.0,4265.0,114.0,267.0,1.0,Urban
LP002459,Male,No,0,Not Graduate,No,2270.0,3241.0,123.0,333.0,1.0,Rural
LP002433,Female,Yes,0,Graduate,No,13314.0,1750.0,225.0,413.0,1.0,Urban
LP001002,Male,No,0,Graduate,No,0.0,542.0,177.0,418.0,1.0,Rural
LP001155,Female,Yes,1,Graduate,Yes,5076.0,2358.0,145.0,367.0,1.0,Semiurban
LP001366,Female,Yes,2,Not Graduate,No,12000.0,0.0,138.0,453.0,1.0,Rural
LP001547,Male,Yes,1,Graduate,No,5913.0,5247.0,98.0,365.0,1.0,Semiurban
LP001867,Female,Yes,3+,Graduate,Yes,12960.0,0.0,96.0,425.0,0.0,Rural
LP002429,Female,Yes,1,Graduate,No,2614.0,0.0,153.0,288.0,1.0,Semiurban
LP002443,Male,No,0,Not Graduate,No,4228.0,685.0,167.0,292.0,1.0,Urban
LP002442,Male,Yes,1,Graduate,No,12203.0,0.0,171.0,477.0,1.0,Rural
LP002547,Male,No,0,Graduate,Yes,10274.0,0.0,89.0,310.0,0.0,Urban
LP002046,Female,No,2,Not Graduate,No,18844.0,5434.0,246.0,408.0,1.0,Urban
LP001098,Male,No,1,Graduate,Yes,5765.0,6486.0,17.0,308.0,1.0,Semiurban
LP002131,Male,No,1,Not Graduate,Yes,6320.0,5812.0,184.0,368.0,0.0,Urban
LP001325,Male,No,1,Not Graduate,No,2552.0,3873.0,101.0,333.0,0.0,Semiurban
LP001245,Male,No,0,Not Graduate,No,4018.0,8302.0,75.0,389.0,1.0,Urban
LP002778,Female,No,0,Not Graduate,Yes,11319.0,878.0,117.0,388.0,0.0,Urban
LP001532,Female,Yes,1,Not Graduate,Yes,5178.0,617.0,19.0,299.0,0.0,Rural
LP001825,Male,No,1,Not Graduate,Yes,582.0,1633.0,170.0,391.0,1.0,Rural
LP001324,Female,Yes,2,Graduate,Yes,3038.0,5487.0,268.0,268.0,1.0,Semiurban
LP002401,Male,No,2,Not Graduate,Yes,4665.0,3195.0,93.0,455.0,1.0,Urban
LP001405,Male,No,3+,Graduate,No,951.0,6299.0,325.0,366.0,1.0,Urban
LP001862,Female,No,2,Graduate,Yes,2572.0,1780.0,76.0,145.0,1.0,Rural
LP002542,Female,No,2,Not Graduate,No,0.0,0.0,110.0,257.0,1.0,Semiurban
LP001990,Male,Yes,2,Graduate,Yes,2773.0,0.0,248.0,387.0,1.0,Rural
LP001882,Male,Yes,0,Graduate,No,11821.0,4388.0,50.0,405.0,1.0,Urban
LP002879,Female,Yes,2,Graduate,Yes,5455.0,257.0,125.0,317.0,1.0,Semiurban
LP001179,Male,No,2,Not Graduate,No,19197.0,1861.0,276.0,352.0,1.0,Urban
LP001784,Female,No,1,Graduate,No,830.0,2273.0,51.0,389.0,2.0,Rural
LP002244,Male,No,0,Graduate,Yes,7945.0,6518.0,188.0,428.0,1.0,Semiurban
LP001622,Male,Yes,3+,Not Graduate,Yes,6445.0,3993.0,182.0,401.0,1.0,Rural
LP001818,Female,No,3+,Graduate,No,8884.0,3460.0,0.0,306.0,0.0,Urban
LP002167,Female,Yes,2,Graduate,No,1728.0,2031.0,95.0,431.0,1.0,Urban
LP002288,Female,Yes,3+,Graduate,No,3081.0,0.0,327.0,201.0,0.0,Rural
LP001067,Female,No,3+,Not Graduate,Yes,7499.0,2261.0,160.0,324.0,1.0,Urban
LP001842,Female,No,3+,Graduate,Yes,2306.0,7517.0,172.0,383.0,-0.0,Rural
LP001974,Female,Yes,2,Graduate,Yes,0.0,2997.0,161.0,264.0,1.0,Rural
LP002711,Female,Yes,3+,Not Graduate,Yes,12643.0,103.0,301.0,346.0,0.0,Semiurban
LP001693,Male,Yes,2,Not Graduate,No,10238.0,464.0,67.0,378.0,1.0,Urban
LP001760,Male,No,1,Not Graduate,Yes,2804.0,5459.0,90.0,292.0,1.0,Urban
LP002326,Male,No,1,Graduate,Yes,6423.0,154.0,134.0,355.0,1.0,Rural
LP002612,Female,No,3+,Not Graduate,Yes,10914.0,1056.0,186.0,263.0,0.0,Semiurban
LP002874,Female,No,1,Not Graduate,Yes,12835.0,0.0,154.0,408.0,1.0,Rural
LP001253,Female,No,2,Not Graduate,Yes,5774.0,846.0,157.0,377.0,1.0,Urban
LP002390,Male,No,1,Graduate,No,1846.0,2888.0,100.0,390.0,1.0,Semiurban
LP001350,Female,Yes,3+,Not Graduate,Yes,13519.0,796.0,190.0,338.0,1.0,Semiurban
LP002357,Female,Yes,2,Not Graduate,No,5719.0,1669.0,0.0,234.0,1.0,Rural
LP001472,Male,Yes,0,Not Graduate,Yes,4341.0,0.0,100.0,334.0,1.0,Rural
LP001822,Female,No,2,Not Graduate,Yes,6679.0,87.0,79.0,455.0,1.0,Semiurban
LP001652,Male,Yes,1,Not Graduate,Yes,11756.0,7399.0,57.0,408.0,1.0,Urban
LP002064,Male,No,0,Graduate,Yes,4959.0,1238.0,5.0,456.0,1.0,Urban
LP001990,Female,No,2,Graduate,No,10795.0,2589.0,161.0,346.0,1.0,Semiurban
LP001333,Female,Yes,0,Not Graduate,No,3992.0,0.0,176.0,297.0,0.0,Rural
LP002316,Female,No,0,Not Graduate,Yes,8648.0,1743.0,176.0,380.0,1.0,Rural
LP002042,Male,Yes,0,Not Graduate,No,0.0,866.0,215.0,330.0,1.0,Urban
LP002103,Male,Yes,2,Graduate,No,11271.0,4593.0,229.0,306.0,0.0,Urban
LP002354,Male,No,1,Graduate,Yes,1330.0,4464.0,0.0,229.0,0.0,Semiurban
LP002390,Female,Yes,2,Graduate,No,7795.0,4751.0,191.0,364.0,1.0,Urban
LP002434,Female,Yes,1,Graduate,No,0.0,1820.0,157.0,403.0,1.0,Urban
LP001994,Female,Yes,2,Not Graduate,Yes,5321.0,7148.0,156.0,266.0,0.0,Rural
LP001824,Female,Yes,2,Not Graduate,Yes,6251.0,3787.0,133.0,439.0,1.0,Rural
LP001574,Male,No,2,Not Graduate,No,1300.0,0.0,100.0,358.0,1.0,Urban
LP002534,Male,Yes,1,Not Graduate,Yes,4555.0,5796.0,183.0,349.0,1.0,Rural
LP002103,Male,Yes,2,Graduate,Yes,6672.0,1586.0,67.0,263.0,1.0,Rural
LP002743,Male,Yes,0,Not Graduate,Yes,8388.0,4697.0,228.0,377.0,1.0,Rural
LP001794,Female,No,2,Graduate,No,5750.0,0.0,104.0,267.0,1.0,Urban
LP001367,Female,Yes,0,Graduate,Yes,12768.0,1408.0,0.0,280.0,1.0,Rural
LP002820,Female,No,3+,Not Graduate,Yes,11776.0,3641.0,151.0,233.0,1.0,Urban
LP001265,Male,Yes,3+,Graduate,No,5005.0,2265.0,51.0,518.0,1.0,Urban
LP001478,Male,Yes,1,Graduate,No,0.0,1196.0,50.0,339.0,1.0,Semiurban
LP002028,Female,Yes,1,Not Graduate,No,2406.0,0.0,195.0,303.0,0.0,Semiurban
LP002572,Female,No,3+,Graduate,No,0.0,0.0,215.0,339.0,0.0,Semiurban
LP001491,Male,No,2,Graduate,No,4137.0,0.0,134.0,310.0,1.0,Urban
LP001637,Female,No,2,Not Graduate,Yes,13163.0,0.0,0.0,331.0,1.0,Semiurban
LP002288,Male,No,2,Graduate,No,9685.0,0.0,184.0,366.0,0.0,Rural
LP002087,Male,No,3+,Graduate,Yes,5655.0,6655.0,118.0,316.0,1.0,Semiurban
LP001961,Male,No,0,Not Graduate,No,1037.0,4749.0,249.0,350.0,2.0,Urban
LP002625,Female,Yes,1,Graduate,Yes,5876.0,0.0,295.0,494.0,1.0,Rural
LP002325,Female,No,0,Not Graduate,Yes,17317.0,2.0,26.0,223.0,1.0,Rural
LP001238,Male,Yes,3+,Graduate,No,13652.0,8.0,334.0,268.0,1.0,Rural
LP002767,Female,No,0,Graduate,No,4324.0,3657.0,22.0,374.0,1.0,Semiurban
LP001881,Male,No,2,Not Graduate,No,0.0,2703.0,101.0,431.0,1.0,Semiurban
LP001164,Male,No,2,Not Graduate,No,17755.0,0.0,222.0,537.0,1.0,Semiurban
LP002444,Male,Yes,0,Graduate,No,1029.0,0.0,87.0,369.0,1.0,Semiurban
LP001691,Male,No,3+,Not Graduate,No,8199.0,4542.0,80.0,263.0,1.0,Rural
LP001443,Female,No,0,Graduate,Yes,0.0,5746.0,10.0,440.0,1.0,Urban
LP001728,Male,Yes,2,Not Graduate,Yes,3340.0,0.0,39.0,350.0,0.0,Semiurban
LP001123,Male,Yes,2,Graduate,Yes,0.0,1284.0,79.0,348.0,1.0,Urban
LP001757,Female,Yes,3+,Graduate,Yes,0.0,1951.0,202.0,216.0,1.0,Rural
LP002935,Male,Yes,0,Graduate,Yes,0.0,1088.0,272.0,418.0,1.0,Urban
LP002450,Male,No,2,Graduate,No,7896.0,4675.0,84.0,282.0,1.0,Urban
LP001385,Female,Yes,2,Graduate,No,4633.0,1188.0,111.0,379.0,1.0,Semiurban
LP001815,Female,No,0,Not Graduate,Yes,20626.0,6790.0,66.0,347.0,1.0,Semiurban
LP001268,Female,No,0,Not Graduate,Yes,11637.0,4867.0,24.0,355.0,1.0,Rural
LP001636,Male,Yes,1,Graduate,No,11760.0,0.0,24.0,346.0,0.0,Semiurban
LP002310,Female,No,3+,Graduate,No,8048.0,1784.0,44.0,293.0,1.0,Urban
LP001325,Female,Yes,3+,Not Graduate,No,6752.0,0.0,139.0,287.0,1.0,Urban
LP002935,Male,No,0,Not Graduate,No,11952.0,538.0,94.0,404.0,1.0,Urban
LP002205,Male,Yes,3+,Not Graduate,Yes,0.0,3969.0,113.0,341.0,0.0,Urban
LP002630,Male,Yes,2,Not Graduate,Yes,1636.0,2270.0,173.0,300.0,-0.0,Semiurban
LP002684,Male,Yes,0,Not Graduate,No,0.0,7345.0,135.0,309.0,1.0,Rural
LP002572,Male,Yes,0,Graduate,No,0.0,0.0,52.0,387.0,1.0,Semiurban
LP002160,Female,Yes,0,Graduate,Yes,802.0,1512.0,217.0,298.0,1.0,Urban
LP002572,Female,Yes,1,Not Graduate,Yes,0.0,227.0,0.0,446.0,1.0,Rural
LP001428,Female,No,3+,Not Graduate,Yes,11981.0,742.0,83.0,332.0,1.0,Rural
LP001910,Male,No,1,Not Graduate,No,5702.0,1716.0,276.0,319.0,0.0,Urban
LP001664,Male,No,2,Not Graduate,Yes,0.0,0.0,169.0,382.0,1.0,Urban
LP002376,Male,Yes,3+,Not Graduate,No,6968.0,4206.0,3.0,324.0,1.0,Semiurban
LP001664,Female,No,1,Not Graduate,No,0.0,6364.0,20.0,367.0,1.0,Rural
LP001291,Female,Yes,0,Not Graduate,No,5535.0,0.0,116.0,339.0,1.0,Rural
LP001319,Male,No,1,Not Graduate,Yes,7422.0,5389.0,105.0,229.0,1.0,Semiurban
LP001321,Female,No,0,Not Graduate,Yes,906.0,8445.0,197.0,273.0,1.0,Urban
LP002825,Male,Yes,1,Graduate,No,6418.0,2118.0,230.0,361.0,0.0,Rural
LP001205,Female,No,1,Not Graduate,Yes,7470.0,0.0,103.0,313.0,1.0,Semiurban
LP001115,Female,No,1,Not Graduate,No,4244.0,46.0,134.0,476.0,1.0,Rural
LP001155,Female,No,0,Graduate,Yes,1081.0,765.0,63.0,291.0,0.0,Semiurban
LP002297,Male,Yes,1,Graduate,No,5198.0,2772.0,130.0,257.0,1.0,Rural
LP001995,Female,No,3+,Graduate,No,4385.0,440.0,63.0,345.0,0.0,Urban
LP001008,Female,Yes,3+,Not Graduate,Yes,6982.0,1385.0,144.0,359.0,1.0,Urban
LP002494,Male,No,3+,Not Graduate,Yes,3678.0,0.0,94.0,400.0,1.0,Rural
LP002958,Female,No,0,Not Graduate,No,0.0,360.0,191.0,179.0,1.0,Rural
LP001358,Male,No,0,Not Graduate,Yes,4217.0,481.0,224.0,440.0,1.0,Rural
LP002183,Male,No,3+,Graduate,No,7040.0,1505.0,243.0,257.0,1.0,Semiurban
LP002729,Male,Yes,3+,Not Graduate,No,6234.0,0.0,145.0,413.0,2.0,Urban
LP002301,Male,No,3+,Not Graduate,No,4548.0,705.0,190.0,470.0,1.0,Semiurban
LP002253,Male,Yes,2,Graduate,No,2408.0,1019.0,104.0,391.0,1.0,Urban
LP002643,Female,Yes,3+,Not Graduate,No,2114.0,2104.0,77.0,268.0,1.0,Urban
LP001177,Male,No,1,Not Graduate,No,2705.0,5404.0,37.0,330.0,1.0,Semiurban
LP001770,Male,No,2,Not Graduate,No,11309.0,1326.0,170.0,391.0,0.0,Urban
LP002693,Male,Yes,2,Not Graduate,No,0.0,0.0,0.0,344.0,0.0,Urban
LP002129,Male,Yes,0,Graduate,Yes,5698.0,1961.0,210.0,274.0,0.0,Rural
LP001137,Female,No,1,Graduate,Yes,0.0,0.0,115.0,349.0,1.0,Semiurban
LP002767,Male,No,0,Graduate,No,9535.0,0.0,120.0,309.0,1.0,Semiurban
LP002823,Female,No,0,Graduate,No,2126.0,797.0,195.0,381.0,1.0,Urban
LP001259,Male,No,1,Not Graduate,No,478.0,190.0,1.0,273.0,0.0,Semiurban
LP001601,Female,No,0,Not Graduate,Yes,6407.0,0.0,125.0,216.0,2.0,Urban
LP002099,Male,Yes,1,Not Graduate,No,0.0,283.0,265.0,276.0,1.0,Urban
LP002744,Male,No,1,Graduate,No,0.0,2841.0,121.0,231.0,1.0,Semiurban
LP001248,Female,No,0,Graduate,No,7235.0,1712.0,40.0,301.0,2.0,Urban
LP002017,Male,Yes,3+,Graduate,Yes,10958.0,0.0,116.0,386.0,1.0,Rural
LP001824,Female,No,0,Not Graduate,Yes,7748.0,0.0,244.0,317.0,1.0,Semiurban
LP001138,Male,No,2,Not Graduate,Yes,5974.0,1937.0,83.0,341.0,0.0,Semiurban
LP001426,Female,Yes,0,Graduate,No,18907.0,0.0,23.0,277.0,0.0,Urban
LP001715,Male,No,1,Graduate,No,7978.0,0.0,106.0,343.0,1.0,Semiurban
LP001790,Male,Yes,2,Not Graduate,Yes,0.0,49.0,34.0,280.0,1.0,Semiurban
LP001194,Female,No,1,Not Graduate,No,11015.0,0.0,0.0,265.0,1.0,Rural
LP002138,Male,No,3+,Not Graduate,Yes,1529.0,1876.0,201.0,328.0,0.0,Rural
LP001369,Male,No,3+,Graduate,Yes,1146.0,765.0,224.0,298.0,1.0,Semiurban
LP002186,Male,Yes,2,Graduate,No,0.0,5420.0,175.0,159.0,1.0,Urban
LP001144,Male,Yes,3+,Graduate,No,2837.0,0.0,212.0,337.0,0.0,Rural
LP002855,Male,Yes,3+,Graduate,No,0.0,4731.0,111.0,279.0,0.0,Rural
LP002110,Male,Yes,0,Not Graduate,No,8354.0,2247.0,247.0,274.0,1.0,Rural
LP001066,Female,No,0,Not Graduate,Yes,4466.0,5656.0,94.0,433.0,1.0,Urban
LP002059,Female,Yes,3+,Not Graduate,Yes,0.0,5287.0,143.0,398.0,1.0,Semiurban
LP001849,Female,Yes,3+,Graduate,Yes,4718.0,441.0,77.0,367.0,1.0,Semiurban
LP001014,Male,Yes,0,Not Graduate,Yes,10840.0,0.0,34.0,346.0,1.0,Rural
LP001078,Female,No,3+,Not Graduate,Yes,14419.0,1201.0,93.0,382.0,1.0,Semiurban
LP002389,Male,No,3+,Not Graduate,Yes,0.0,0.0,315.0,317.0,1.0,Rural
LP001841,Male,Yes,1,Not Graduate,No,747.0,3395.0,261.0,347.0,1.0,Rural
LP001413,Male,Yes,3+,Not Graduate,Yes,0.0,2014.0,203.0,316.0,1.0,Urban
LP001558,Male,No,2,Graduate,No,7193.0,0.0,109.0,350.0,1.0,Urban
LP001974,Female,Yes,1,Not Graduate,No,0.0,380.0,108.0,361.0,1.0,Rural
LP001149,Male,Yes,2,Not Graduate,Yes,11212.0,0.0,275.0,357.0,0.0,Urban
LP001194,Female,Yes,3+,Graduate,Yes,12035.0,1515.0,144.0,318.0,1.0,Urban
LP001587,Male,Yes,0,Graduate,No,9839.0,0.0,204.0,387.0,1.0,Urban
LP002699,Female,No,1,Not Graduate,No,1095.0,1501.0,100.0,329.0,1.0,Semiurban
LP002522,Female,No,0,Not Graduate,Yes,1453.0,2562.0,119.0,327.0,1.0,Semiurban
LP001073,Female,No,1,Not Graduate,Yes,2579.0,3369.0,203.0,224.0,1.0,Urban
LP001259,Female,Yes,0,Not Graduate,No,11473.0,2813.0,86.0,287.0,1.0,Semiurban
LP001720,Female,Yes,1,Graduate,Yes,0.0,791.0,169.0,399.0,1.0,Rural
LP002237,Female,No,1,Not Graduate,Yes,7379.0,2809.0,88.0,393.0,1.0,Rural
LP002180,Male,No,2,Graduate,Yes,0.0,1969.0,182.0,341.0,1.0,Urban
LP001287,Female,No,0,Not Graduate,Yes,2791.0,1947.0,86.0,306.0,1.0,Urban
LP002699,Male,Yes,2,Not Graduate,Yes,9372.0,0.0,278.0,352.0,0.0,Semiurban
LP001450,Female,No,2,Not Graduate,No,0.0,0.0,138.0,186.0,1.0,Urban
LP002004,Male,Yes,0,Graduate,Yes,3598.0,2303.0,202.0,351.0,1.0,Urban
LP002450,Female,Yes,1,Not Graduate,Yes,4446.0,2924.0,141.0,261.0,1.0,Rural
LP001013,Female,No,2,Not Graduate,No,4967.0,0.0,104.0,336.0,1.0,Rural
LP001005,Male,No,0,Graduate,No,4592.0,4794.0,187.0,356.0,1.0,Semiurban
LP001059,Female,Yes,1,Not Graduate,Yes,8350.0,7620.0,232.0,319.0,1.0,Semiurban
LP002711,Female,No,2,Graduate,Yes,2606.0,6369.0,30.0,391.0,0.0,Semiurban
LP001739,Female,No,2,Not Graduate,No,7261.0,877.0,153.0,301.0,1.0,Urban
LP002175,Male,Yes,2,Graduate,Yes,7058.0,425.0,134.0,295.0,1.0,Urban
LP001742,Female,Yes,1,Graduate,Yes,6809.0,3741.0,159.0,383.0,2.0,Urban
LP002625,Male,Yes,2,Graduate,Yes,8186.0,3448.0,247.0,319.0,1.0,Urban
LP001894,Female,Yes,1,Not Graduate,No,6786.0,0.0,206.0,430.0,0.0,Rural
LP002622,Female,Yes,3+,Graduate,Yes,4669.0,943.0,232.0,343.0,1.0,Semiurban
LP002064,Male,No,2,Graduate,Yes,0.0,3401.0,163.0,378.0,1.0,Semiurban
LP001655,Female,Yes,3+,Not Graduate,No,12909.0,0.0,109.0,403.0,1.0,Rural
LP002450,Female,Yes,0,Graduate,Yes,14831.0,0.0,0.0,338.0,1.0,Rural
LP001030,Male,Yes,2,Not Graduate,Yes,3133.0,0.0,252.0,243.0,1.0,Urban
LP001656,Female,No,0,Not Graduate,Yes,7779.0,516.0,0.0,383.0,1.0,Semiurban
LP001105,Male,Yes,0,Graduate,Yes,2061.0,0.0,265.0,420.0,1.0,Semiurban
LP002543,Male,Yes,0,Graduate,No,1078.0,3486.0,200.0,325.0,1.0,Rural
LP001073,Male,Yes,3+,Not Graduate,No,5495.0,0.0,295.0,407.0,1.0,Semiurban
LP001527,Female,No,1,Graduate,Yes,21169.0,2152.0,163.0,266.0,1.0,Rural
LP001114,Male,Yes,3+,Graduate,Yes,14265.0,1860.0,181.0,352.0,0.0,Semiurban
LP002857,Male,Yes,3+,Graduate,Yes,13412.0,0.0,128.0,324.0,1.0,Rural
LP001892,Female,Yes,0,Graduate,Yes,8134.0,0.0,148.0,240.0,0.0,Urban
LP001765,Male,No,2,Not Graduate,No,0.0,1844.0,86.0,368.0,0.0,Semiurban
LP001279,Female,No,1,Not Graduate,No,11085.0,417.0,133.0,284.0,2.0,Urban
