Customer_ID,Age,Gender,Region,Marital_Status,Annual_Income,Smoker,Vehicle_Type,Policy_Type,Policy_Tenure_Years,Annual_Premium,Risk_Score,Has_Claim,Claim_Amount,Base_Premium
746,26,Female,Midwest,Divorced,30270,No,Sedan,Standard,10,980,15,No,0,830
747,67,Female,Northeast,Single,99478,No,Truck,Premium,5,1745,31,No,0,1435
748,44,Male,Midwest,Divorced,61406,No,SUV,Premium,18,1540,22,No,0,1320
749,19,Male,Northeast,Divorced,21813,No,SUV,Standard,18,915,12,No,0,795
750,22,Female,Midwest,Single,36394,No,Sedan,Premium,25,1340,13,No,0,1210
751,46,Male,South,Married,87391,No,SUV,Basic,20,760,23,No,0,530
752,54,Female,Northeast,Married,92969,No,Truck,Basic,10,830,26,No,0,570
753,55,Female,Midwest,Married,92471,No,SUV,Premium,17,1645,27,No,0,1375
754,36,Male,Northeast,Single,46135,No,Sports,Standard,16,1170,29,No,0,880
755,25,Female,West,Single,34578,No,SUV,Standard,13,975,15,No,0,825
756,65,Female,West,Single,80855,No,Sedan,Premium,17,1735,31,No,0,1425
757,62,Female,Northeast,Married,103742,Yes,Truck,Standard,13,2100,49,No,0,1610
758,18,Male,Northeast,Divorced,23495,No,SUV,Standard,12,910,12,No,0,790
759,39,Male,South,Married,72318,Yes,Truck,Basic,8,1495,40,No,0,1095
760,69,Male,Midwest,Single,90775,No,Sedan,Premium,18,1865,42,Yes,4272,1445
761,34,Female,West,Divorced,55375,Yes,SUV,Premium,10,2250,38,No,0,1870
762,24,Male,West,Single,51303,No,Sports,Basic,18,660,24,No,0,420
763,42,Male,Midwest,Divorced,89232,No,Truck,Premium,26,1520,21,No,0,1310
764,62,Male,West,Married,82105,Yes,SUV,Standard,16,2200,59,Yes,3116,1610
765,21,Female,West,Married,41239,No,Sports,Basic,15,635,23,No,0,405
766,53,Female,Northeast,Married,78800,Yes,Sedan,Basic,17,1625,46,No,0,1165
767,23,Male,West,Single,33243,No,Sports,Basic,14,655,24,No,0,415
768,48,Male,West,Married,74944,No,Sedan,Basic,21,780,24,No,0,540
769,36,Male,West,Single,54867,No,Truck,Standard,13,1070,19,No,0,880
770,61,Female,Midwest,Married,62668,No,SUV,Standard,14,1295,29,No,0,1005
771,71,Male,South,Married,98377,No,SUV,Premium,29,1885,43,Yes,666,1455
772,56,Female,Northeast,Married,71822,No,Truck,Basic,17,850,27,No,0,580
773,44,Female,South,Divorced,65199,No,Sedan,Standard,11,1140,22,No,0,920
774,27,Female,West,Single,33749,No,Sedan,Standard,25,985,15,No,0,835
775,43,Male,West,Married,61108,No,SUV,Basic,9,735,22,No,0,515
776,36,Male,West,Divorced,53975,Yes,Truck,Premium,7,2270,39,No,0,1880
777,56,Female,South,Single,84315,Yes,SUV,Standard,21,2150,57,Yes,5801,1580
778,20,Female,Midwest,Married,32183,No,Sedan,Premium,17,1330,13,No,0,1200
779,62,Female,Midwest,Single,108419,No,Sedan,Premium,25,1700,29,No,0,1410
780,30,Female,Northeast,Married,30877,No,Sports,Premium,21,1520,27,No,0,1250
781,67,Male,South,Divorced,88822,Yes,Sedan,Basic,13,1745,51,No,0,1235
782,45,Male,Midwest,Divorced,63177,No,SUV,Premium,17,1555,23,No,0,1325
783,37,Female,Northeast,Single,62924,No,Sports,Basic,0,775,29,No,0,485
784,45,Female,West,Single,60932,Yes,Sports,Premium,15,2455,53,No,0,1925
785,25,Female,West,Divorced,33565,No,Truck,Standard,4,975,15,No,0,825
786,58,Male,Northeast,Divorced,61096,No,Sports,Standard,20,1370,38,No,0,990
787,56,Female,Midwest,Married,102004,No,Sports,Standard,7,1450,47,Yes,5133,980
788,18,Male,South,Single,27773,No,Sports,Standard,19,1010,22,No,0,790
789,20,Female,Northeast,Married,25952,No,SUV,Premium,1,1330,13,No,0,1200
790,30,Male,Midwest,Single,57928,No,Truck,Standard,22,1020,17,No,0,850
791,45,Male,Northeast,Divorced,79581,No,SUV,Standard,18,1155,23,No,0,925
792,74,Female,Midwest,Married,132485,No,Truck,Standard,28,1410,34,No,0,1070
793,66,Male,West,Married,69806,No,Truck,Standard,29,1340,31,No,0,1030
794,42,Male,Northeast,Single,68248,Yes,Sports,Standard,2,2020,51,No,0,1510
795,73,Male,South,Married,88517,No,Sedan,Basic,7,1005,34,No,0,665
796,50,Male,Northeast,Married,75354,Yes,Sedan,Standard,27,2000,45,No,0,1550
797,55,Female,West,Married,59412,No,SUV,Standard,2,1245,27,No,0,975
798,70,Female,West,Married,103903,No,Sports,Standard,17,1480,43,No,0,1050
799,23,Female,Midwest,Married,33505,No,Truck,Standard,25,955,14,No,0,815
800,61,Female,West,Single,103773,Yes,Sedan,Premium,24,2495,49,No,0,2005
801,62,Female,Midwest,Married,84905,No,SUV,Premium,7,1700,29,No,0,1410
802,49,Male,West,Married,71047,No,Sedan,Premium,17,1585,24,No,0,1345
803,62,Male,Midwest,Single,81592,No,Truck,Basic,23,900,29,No,0,610
804,64,Male,South,Single,94942,No,Sedan,Basic,4,920,30,No,0,620
805,38,Male,Midwest,Single,55521,No,SUV,Standard,25,1090,20,No,0,890
806,33,Female,Midwest,Married,61962,Yes,SUV,Premium,9,2245,38,No,0,1865
807,71,Female,South,Single,94637,No,SUV,Standard,10,1385,33,No,0,1055
808,38,Male,Midwest,Divorced,70678,No,Sports,Standard,3,1190,30,No,0,890
809,28,Female,Midwest,Married,37790,No,Sports,Premium,9,1500,26,No,0,1240
810,54,Male,South,Married,103966,Yes,Sports,Standard,4,2230,66,Yes,585,1570
811,53,Male,West,Married,98748,No,SUV,Standard,11,1225,26,No,0,965
812,52,Female,Northeast,Married,93177,No,Sedan,Standard,9,1210,25,No,0,960
813,36,Female,Midwest,Married,47646,No,SUV,Standard,11,1170,29,Yes,3279,880
814,37,Female,West,Single,57004,No,Sports,Standard,4,1175,29,No,0,885
815,74,Female,Northeast,Married,138949,No,SUV,Standard,10,1410,34,No,0,1070
816,35,Female,South,Single,46149,Yes,Sedan,Basic,26,1465,39,No,0,1075
817,64,Female,Midwest,Married,100217,No,Sedan,Basic,0,920,30,No,0,620
818,58,Female,Midwest,Single,97113,Yes,Truck,Standard,4,2070,48,No,0,1590
819,66,Male,South,Married,91102,Yes,SUV,Premium,22,2640,61,Yes,1158,2030
820,31,Female,Midwest,Married,38661,No,Sedan,Standard,23,1025,17,No,0,855
821,32,Male,Northeast,Single,38610,No,SUV,Premium,23,1430,17,No,0,1260
822,48,Male,Northeast,Single,94908,No,Sports,Premium,13,1680,34,No,0,1340
823,18,Female,South,Married,33918,No,Sedan,Premium,1,1310,12,No,0,1190
824,70,Male,Midwest,Married,126198,No,Sedan,Basic,29,980,33,No,0,650
825,71,Female,West,Married,134570,No,Sports,Basic,29,1085,43,No,0,655
826,71,Male,Midwest,Divorced,117972,Yes,SUV,Basic,9,1785,53,No,0,1255
827,20,Male,South,Single,27657,No,Truck,Standard,0,930,13,No,0,800
828,33,Male,West,Single,46857,Yes,SUV,Standard,12,1945,48,Yes,2698,1465
829,40,Female,Northeast,Married,48563,No,Truck,Basic,27,810,31,Yes,5333,500
830,74,Male,Northeast,Single,128619,No,Truck,Standard,3,1410,34,No,0,1070
831,28,Male,West,Married,35915,Yes,SUV,Standard,29,1800,36,No,0,1440
832,29,Male,West,Married,43167,Yes,Sports,Standard,2,2005,56,Yes,2049,1445
833,27,Female,South,Divorced,41984,No,Truck,Premium,11,1385,15,No,0,1235
834,49,Male,Midwest,Single,74450,No,SUV,Premium,11,1585,24,No,0,1345
835,33,Female,Northeast,Single,58190,No,Sedan,Standard,15,1045,18,No,0,865
836,25,Male,Midwest,Married,48555,No,Truck,Basic,13,575,15,No,0,425
837,55,Male,Northeast,Single,82897,No,SUV,Standard,7,1345,37,Yes,20988,975
838,29,Male,Midwest,Married,50643,No,Truck,Basic,21,605,16,No,0,445
839,41,Female,Northeast,Married,63048,No,SUV,Basic,12,715,21,No,0,505
840,45,Male,Midwest,Single,68462,Yes,SUV,Premium,15,2355,43,No,0,1925
841,70,Male,South,Single,113062,No,Truck,Premium,14,1780,33,No,0,1450
842,25,Male,Northeast,Single,53743,No,Sedan,Standard,13,975,15,No,0,825
843,45,Male,South,Single,87127,No,Sedan,Premium,4,1555,23,No,0,1325
844,53,Female,Northeast,Married,86401,No,Truck,Basic,24,825,26,No,0,565
845,43,Male,Northeast,Single,62630,No,SUV,Standard,5,1135,22,No,0,915
846,25,Male,Northeast,Single,34666,Yes,Sedan,Standard,21,1875,45,Yes,5204,1425
847,67,Male,Midwest,Married,96735,No,SUV,Standard,28,1345,31,No,0,1035
848,45,Male,Northeast,Divorced,77936,Yes,Truck,Premium,16,2355,43,No,0,1925
849,45,Female,South,Divorced,67741,Yes,SUV,Premium,8,2355,43,No,0,1925
850,54,Male,Midwest,Divorced,77844,No,Sedan,Basic,17,830,26,No,0,570
851,58,Male,Midwest,Married,90862,No,Sedan,Premium,11,1670,28,No,0,1390
852,53,Female,Northeast,Single,78233,No,Truck,Standard,12,1225,26,No,0,965
853,44,Male,West,Married,63316,No,Truck,Standard,16,1240,32,Yes,4925,920
854,71,Male,Midwest,Single,134503,No,Truck,Basic,6,1085,43,Yes,3705,655
855,34,Male,Northeast,Married,46118,No,SUV,Premium,27,1450,18,No,0,1270
856,26,Female,South,Single,29401,No,Sedan,Premium,29,1380,15,No,0,1230
857,50,Male,West,Married,77804,No,Truck,Premium,20,1600,25,No,0,1350
858,70,Female,Midwest,Single,91296,No,Sedan,Basic,21,1080,43,Yes,9736,650
859,37,Female,West,Single,53385,No,Sedan,Basic,19,675,19,No,0,485
860,30,Female,Midwest,Married,54691,No,Sports,Standard,7,1120,27,No,0,850
861,45,Female,West,Married,77289,No,Sedan,Standard,22,1155,23,No,0,925
862,65,Female,West,Single,96865,No,Sedan,Standard,0,1335,31,No,0,1025
863,46,Female,South,Divorced,60215,No,Truck,Basic,11,760,23,No,0,530
864,30,Female,West,Single,42261,No,Truck,Basic,21,620,17,No,0,450
865,63,Male,South,Divorced,162537,No,SUV,Basic,18,915,30,No,0,615
866,52,Male,Northeast,Married,106156,No,Truck,Standard,7,1310,35,Yes,6516,960
867,23,Female,Midwest,Married,33237,No,Sedan,Standard,11,955,14,No,0,815
868,35,Female,South,Divorced,56596,No,SUV,Premium,5,1465,19,No,0,1275
869,68,Female,Midwest,Married,50445,Yes,SUV,Premium,26,2560,52,No,0,2040
870,22,Female,South,Single,30721,Yes,Truck,Standard,21,1740,33,No,0,1410
871,64,Female,Midwest,Single,111431,Yes,Sports,Premium,20,2620,60,No,0,2020
872,42,Female,South,Single,59344,No,Sports,Basic,23,820,31,No,0,510
873,19,Male,Midwest,Married,29160,Yes,Truck,Standard,5,1715,32,No,0,1395
874,27,Male,Northeast,Married,40973,Yes,Sports,Basic,6,1485,45,No,0,1035
875,73,Female,Midwest,Married,129398,No,Sedan,Basic,8,1005,34,No,0,665
876,47,Female,Northeast,Single,46280,No,Truck,Standard,27,1165,23,No,0,935
877,67,Female,Northeast,Married,85144,No,SUV,Premium,11,1845,41,Yes,6024,1435
878,62,Male,Northeast,Married,101072,No,Sports,Basic,5,1000,39,No,0,610
879,22,Female,West,Married,27827,No,Sedan,Basic,5,540,13,No,0,410
880,72,Male,Midwest,Married,134403,No,Sedan,Standard,27,1390,33,No,0,1060
881,73,Male,West,Married,104486,Yes,Sports,Basic,8,1905,64,No,0,1265
882,50,Male,West,Married,48282,No,SUV,Premium,21,1600,25,No,0,1350
883,71,Female,Midwest,Divorced,97095,Yes,SUV,Premium,6,2585,53,No,0,2055
884,18,Female,Northeast,Single,34415,No,SUV,Standard,3,910,12,No,0,790
885,35,Male,West,Married,36031,Yes,SUV,Premium,28,2265,39,No,0,1875
886,49,Male,West,Single,77486,No,Truck,Basic,28,785,24,No,0,545
887,64,Male,South,Single,103611,Yes,SUV,Basic,20,1720,50,No,0,1220
888,66,Male,Midwest,Divorced,95762,Yes,Truck,Premium,23,2540,51,No,0,2030
889,28,Female,West,Married,39022,No,SUV,Premium,12,1500,26,Yes,1585,1240
890,38,Male,Midwest,Divorced,56042,Yes,SUV,Premium,9,2290,40,No,0,1890
891,43,Female,Midwest,Divorced,62202,No,SUV,Basic,9,735,22,No,0,515
892,42,Male,West,Single,72475,No,Truck,Standard,20,1120,21,No,0,910
893,39,Female,Midwest,Divorced,59351,No,SUV,Basic,3,695,20,No,0,495
894,44,Male,Northeast,Single,84598,No,Truck,Standard,23,1140,22,No,0,920
895,66,Female,West,Single,102319,No,Sedan,Premium,20,1840,41,Yes,18822,1430
896,30,Female,West,Married,46354,No,Sedan,Premium,17,1420,17,No,0,1250
897,50,Female,West,Single,88002,No,SUV,Standard,25,1200,25,No,0,950
898,51,Male,South,Divorced,54269,No,Sports,Premium,23,1705,35,No,0,1355
899,58,Female,South,Married,84461,No,Sports,Premium,7,1770,38,No,0,1390
900,52,Male,South,Single,72571,No,Sports,Standard,22,1310,35,No,0,960
901,18,Female,South,Single,22837,No,SUV,Standard,14,910,12,No,0,790
902,38,Female,West,Married,54237,No,SUV,Standard,8,1090,20,No,0,890
903,65,Male,Northeast,Single,135219,No,SUV,Standard,24,1335,31,No,0,1025
904,72,Female,Midwest,Single,89170,No,Sedan,Premium,3,1790,33,No,0,1460
905,23,Female,Midwest,Married,31528,No,Truck,Basic,6,555,14,No,0,415
906,45,Male,West,Divorced,96366,No,SUV,Standard,0,1155,23,No,0,925
907,34,Female,Northeast,Single,53407,No,Sports,Standard,26,1150,28,No,0,870
908,22,Female,Midwest,Single,41430,No,Sedan,Basic,26,540,13,No,0,410
909,48,Female,Northeast,Single,84852,No,Truck,Standard,29,1180,24,No,0,940
910,22,Female,West,Single,32146,Yes,SUV,Standard,16,1740,33,No,0,1410
911,55,Male,South,Single,98773,No,Sports,Standard,2,1345,37,No,0,975
912,20,Female,Northeast,Single,34622,No,Sedan,Standard,21,930,13,No,0,800
913,70,Female,Midwest,Married,140055,Yes,SUV,Premium,25,2580,53,No,0,2050
914,40,Female,Midwest,Single,57636,No,Sports,Standard,28,1210,31,No,0,900
915,54,Female,Midwest,Single,67518,No,SUV,Standard,23,1230,26,No,0,970
916,70,Female,South,Divorced,113214,No,Sedan,Basic,20,980,33,No,0,650
917,54,Female,Northeast,Married,83335,No,SUV,Standard,18,1230,26,No,0,970
918,27,Female,Northeast,Single,34202,No,SUV,Standard,17,985,15,No,0,835
919,27,Female,Midwest,Married,46249,No,Sedan,Standard,14,985,15,No,0,835
920,36,Male,Northeast,Married,59695,No,SUV,Standard,9,1070,19,No,0,880
921,34,Male,Midwest,Married,47987,No,Truck,Standard,14,1050,18,No,0,870
922,38,Male,Northeast,Divorced,63891,No,Sports,Standard,23,1190,30,No,0,890
923,31,Male,South,Single,48427,No,SUV,Basic,24,725,27,Yes,10687,455
924,26,Female,South,Married,36364,No,Sedan,Basic,6,580,15,No,0,430
925,63,Female,West,Married,106434,Yes,SUV,Premium,5,2515,50,No,0,2015
926,18,Male,West,Married,26439,No,Sports,Standard,13,1010,22,No,0,790
927,68,Male,West,Divorced,113181,No,SUV,Standard,25,1360,32,No,0,1040
928,62,Male,Northeast,Married,117825,No,SUV,Standard,17,1300,29,No,0,1010
929,30,Female,South,Married,38047,No,Sports,Premium,17,1520,27,No,0,1250
930,21,Female,South,Divorced,37280,Yes,Sports,Standard,5,1835,43,No,0,1405
931,18,Male,South,Married,26969,No,Truck,Standard,12,910,12,No,0,790
932,66,Male,Midwest,Single,97550,No,SUV,Standard,10,1440,41,Yes,820,1030
933,57,Male,Northeast,Married,103115,Yes,Sedan,Premium,24,2455,47,No,0,1985
934,49,Male,Northeast,Married,79741,No,Sedan,Basic,24,785,24,No,0,545
935,51,Male,West,Single,63755,Yes,Sedan,Standard,8,2005,45,No,0,1555
936,45,Female,Midwest,Single,73496,No,Sedan,Premium,11,1555,23,No,0,1325
937,48,Male,Midwest,Divorced,75659,No,Sports,Basic,18,880,34,No,0,540
938,25,Female,South,Married,40582,No,SUV,Standard,28,975,15,No,0,825
939,56,Male,West,Married,82293,Yes,Truck,Premium,29,2450,47,No,0,1980
940,43,Male,Northeast,Divorced,61423,No,Sedan,Premium,18,1535,22,No,0,1315
941,51,Female,Midwest,Married,72782,No,Sports,Standard,24,1405,45,Yes,8480,955
942,71,Male,South,Married,62831,No,SUV,Standard,20,1385,33,No,0,1055
943,71,Female,Northeast,Married,123288,No,Sports,Standard,15,1485,43,No,0,1055
944,20,Female,South,Divorced,26782,No,Truck,Basic,2,530,13,No,0,400
945,67,Male,Northeast,Married,94331,No,Truck,Standard,6,1345,31,No,0,1035
946,29,Male,South,Divorced,43340,Yes,Sedan,Standard,21,1805,36,No,0,1445
947,18,Female,Northeast,Married,34749,Yes,SUV,Basic,9,1310,32,No,0,990
948,71,Female,West,Married,70173,No,SUV,Standard,18,1385,33,No,0,1055
949,61,Male,Northeast,Single,78683,No,Sports,Standard,5,1395,39,No,0,1005
950,22,Female,Northeast,Married,34823,No,Sports,Basic,25,640,23,No,0,410
951,47,Male,Northeast,Married,30942,No,Sports,Standard,8,1265,33,No,0,935
952,47,Female,South,Divorced,68967,Yes,SUV,Standard,17,1965,43,No,0,1535
953,74,Male,Midwest,Married,101449,No,SUV,Standard,11,1410,34,No,0,1070
954,34,Female,Northeast,Married,46553,No,Sedan,Standard,4,1050,18,No,0,870
955,65,Female,Northeast,Married,96115,No,Truck,Premium,25,1735,31,No,0,1425
956,64,Male,West,Single,103457,No,Truck,Standard,4,1320,30,No,0,1020
957,40,Female,Northeast,Single,45813,No,Sedan,Premium,5,1510,21,No,0,1300
958,32,Female,West,Single,53419,Yes,Truck,Basic,17,1430,37,No,0,1060
959,54,Female,Northeast,Single,76084,No,Truck,Basic,5,830,26,No,0,570
960,38,Female,South,Single,72904,Yes,Sports,Standard,0,1990,50,No,0,1490
961,31,Female,Midwest,Married,55137,No,Sedan,Standard,10,1025,17,No,0,855
962,19,Female,Midwest,Married,27348,Yes,Sedan,Standard,29,1715,32,No,0,1395
963,28,Female,Midwest,Married,49467,Yes,Truck,Standard,15,1800,36,No,0,1440
964,68,Male,South,Single,76635,Yes,Sedan,Standard,25,2160,52,No,0,1640
965,56,Female,West,Single,64849,Yes,Sports,Standard,6,2150,57,No,0,1580
966,55,Female,Midwest,Single,105575,No,Sports,Premium,16,1745,37,No,0,1375
967,51,Male,South,Married,69707,No,SUV,Basic,17,805,25,No,0,555
968,55,Female,South,Single,98372,No,SUV,Premium,3,1645,27,No,0,1375
969,67,Female,Northeast,Single,93914,No,Sports,Premium,4,1845,41,No,0,1435
970,51,Male,West,Single,85657,Yes,Sports,Basic,25,1805,65,Yes,6744,1155
971,35,Female,South,Married,47678,No,Truck,Standard,0,1065,19,No,0,875
972,47,Female,West,Married,52531,Yes,Sedan,Basic,0,1565,43,No,0,1135
973,32,Male,Midwest,Single,55467,Yes,SUV,Premium,26,2330,47,Yes,8385,1860
974,44,Male,Midwest,Single,85133,Yes,Sports,Standard,4,2140,62,Yes,4914,1520
975,68,Female,Midwest,Single,70552,No,Sedan,Basic,21,960,32,No,0,640
976,51,Female,Northeast,Married,79104,Yes,Sports,Standard,18,2105,55,No,0,1555
977,69,Male,Northeast,Divorced,100257,No,Sports,Standard,12,1565,52,Yes,3360,1045
978,74,Female,West,Single,130695,No,Sports,Standard,4,1510,44,No,0,1070
979,55,Male,West,Single,90966,No,Truck,Basic,17,845,27,No,0,575
980,50,Male,Northeast,Single,79105,No,Truck,Standard,23,1200,25,No,0,950
981,41,Male,South,Married,45214,No,Sedan,Premium,2,1515,21,No,0,1305
982,32,Female,West,Divorced,53724,No,Sedan,Premium,26,1430,17,No,0,1260
983,47,Male,West,Single,67273,Yes,Sedan,Standard,2,1965,43,No,0,1535
984,72,Male,Midwest,Married,91962,No,SUV,Premium,8,1790,33,No,0,1460
985,59,Male,West,Married,94531,No,Truck,Premium,19,1675,28,No,0,1395
986,68,Female,West,Married,95397,No,Truck,Basic,25,960,32,No,0,640
987,34,Female,South,Married,62507,No,SUV,Standard,13,1050,18,No,0,870
988,22,Female,West,Single,32405,No,SUV,Basic,2,540,13,No,0,410
989,46,Male,South,Married,79851,No,SUV,Standard,20,1160,23,No,0,930
990,21,Female,Midwest,Married,37377,Yes,Truck,Premium,21,2235,43,Yes,7390,1805
991,27,Female,Northeast,Divorced,43949,No,Sedan,Premium,13,1385,15,No,0,1235
992,73,Male,Midwest,Married,72832,No,Sedan,Premium,28,1905,44,Yes,1538,1465
993,34,Male,South,Single,47413,No,Truck,Basic,25,750,28,Yes,8708,470
994,27,Female,South,Single,31010,Yes,Sports,Premium,16,2285,45,No,0,1835
995,34,Female,West,Married,37352,No,Truck,Premium,22,1450,18,No,0,1270
996,37,Male,West,Married,24322,No,Sedan,Standard,26,1075,19,No,0,885
997,41,Female,Northeast,Married,50350,No,SUV,Standard,3,1115,21,No,0,905
998,22,Male,South,Single,32375,No,Sports,Premium,24,1440,23,No,0,1210
999,51,Male,South,Single,78725,No,SUV,Premium,17,1605,25,No,0,1355
1000,23,Female,Midwest,Married,35939,No,Truck,Basic,26,555,14,No,0,415
1001,70,Female,Northeast,Single,117526,No,Truck,Basic,15,980,33,No,0,650
1002,19,Female,Midwest,Single,27982,No,Truck,Premium,1,1315,12,No,0,1195
1003,30,Female,West,Married,38822,No,Sports,Standard,25,1120,27,No,0,850
1004,60,Male,West,Single,91156,No,Truck,Basic,1,890,29,No,0,600
1005,60,Female,Midwest,Married,64661,Yes,Sedan,Standard,25,2090,49,No,0,1600
1006,65,Female,West,Single,92185,No,Sports,Standard,11,1435,41,No,0,1025
1007,28,Female,Midwest,Married,51108,No,Sedan,Standard,15,1000,16,No,0,840
1008,68,Male,South,Single,77954,No,Truck,Premium,9,1760,32,No,0,1440
1009,64,Female,South,Single,89115,No,Sedan,Standard,28,1320,30,No,0,1020
1010,74,Female,West,Married,105321,No,SUV,Standard,23,1410,34,No,0,1070
1011,40,Male,Northeast,Married,70172,No,SUV,Premium,1,1510,21,No,0,1300
1012,72,Male,South,Single,102717,No,Truck,Premium,15,1790,33,No,0,1460
1013,33,Male,West,Single,64885,No,SUV,Premium,3,1445,18,No,0,1265
1014,48,Male,Northeast,Divorced,79029,No,Truck,Standard,9,1180,24,No,0,940
1015,28,Male,West,Married,46889,No,Sedan,Premium,26,1400,16,No,0,1240
1016,71,Female,Midwest,Single,99716,No,Sports,Standard,16,1585,53,Yes,279,1055
1017,33,Male,West,Single,29890,No,Truck,Standard,3,1045,18,No,0,865
1018,25,Male,Midwest,Divorced,43678,No,SUV,Premium,21,1475,25,Yes,4301,1225
1019,21,Male,South,Single,24963,No,Sports,Standard,5,1035,23,No,0,805
1020,57,Male,South,Single,115072,No,Truck,Standard,2,1255,27,No,0,985
1021,21,Male,West,Married,37332,Yes,Sports,Premium,27,2235,43,No,0,1805
1022,73,Male,Northeast,Married,92569,Yes,Sedan,Standard,8,2205,54,No,0,1665
1023,42,Male,West,Single,66913,No,Sedan,Standard,4,1120,21,No,0,910
1024,20,Male,West,Married,25540,No,Sports,Basic,8,730,33,Yes,5569,400
1025,49,Female,South,Married,96903,No,Truck,Standard,12,1185,24,No,0,945
1026,20,Female,South,Single,47882,No,Sports,Standard,1,1030,23,No,0,800
1027,44,Female,West,Divorced,49259,No,SUV,Standard,2,1140,22,No,0,920
1028,46,Male,South,Married,56747,No,Truck,Basic,27,760,23,No,0,530
1029,49,Male,Midwest,Single,87598,No,Sports,Basic,6,885,34,No,0,545
1030,67,Male,West,Married,112300,Yes,Truck,Basic,20,1745,51,No,0,1235
1031,68,Female,South,Married,81014,No,SUV,Premium,29,1760,32,No,0,1440
1032,36,Male,West,Married,50447,No,Truck,Standard,11,1070,19,No,0,880
1033,38,Male,South,Married,57651,No,Sports,Standard,24,1190,30,No,0,890
1034,22,Male,Midwest,Single,30735,No,Sports,Standard,17,1140,33,Yes,7147,810
1035,35,Female,Midwest,Single,46989,No,Sports,Standard,8,1165,29,No,0,875
1036,45,Female,West,Single,47167,No,Sedan,Premium,12,1555,23,No,0,1325
1037,59,Male,Midwest,Married,118651,No,Sedan,Premium,10,1675,28,No,0,1395
1038,39,Female,Midwest,Divorced,63605,Yes,SUV,Basic,12,1495,40,No,0,1095
1039,38,Male,South,Married,76515,No,Sedan,Standard,7,1090,20,No,0,890
1040,23,Male,West,Single,30040,Yes,Sedan,Standard,20,1755,34,No,0,1415
1041,18,Female,South,Married,25719,No,SUV,Standard,14,910,12,No,0,790
1042,22,Female,South,Married,35906,No,Truck,Basic,13,540,13,No,0,410
1043,58,Female,Northeast,Married,68183,No,Truck,Standard,16,1270,28,No,0,990
1044,29,Female,Midwest,Single,52952,Yes,SUV,Standard,12,1805,36,No,0,1445
1045,43,Male,South,Married,54236,No,SUV,Standard,10,1135,22,No,0,915
1046,63,Male,South,Married,103176,No,Sports,Premium,9,1915,50,Yes,5562,1415
1047,51,Female,South,Single,76649,No,Truck,Standard,16,1205,25,No,0,955
1048,66,Female,Midwest,Single,101207,No,Sedan,Standard,28,1340,31,No,0,1030
1049,31,Male,Midwest,Married,54863,No,Sports,Standard,11,1125,27,No,0,855
1050,43,Male,Midwest,Married,43832,No,Truck,Standard,22,1135,22,No,0,915
1051,62,Male,West,Married,68555,No,Sedan,Standard,1,1300,29,No,0,1010
1052,44,Male,South,Married,68006,No,Sedan,Standard,0,1140,22,No,0,920
1053,26,Female,Midwest,Single,40509,Yes,SUV,Premium,14,2280,45,Yes,3362,1830
1054,43,Female,South,Single,56158,No,Sedan,Premium,26,1535,22,No,0,1315
1055,74,Female,West,Married,107172,No,SUV,Basic,18,1010,34,No,0,670
1056,64,Male,Northeast,Married,38114,No,Sedan,Basic,17,920,30,No,0,620
1057,74,Male,West,Divorced,127929,No,Truck,Standard,2,1410,34,No,0,1070
1058,39,Female,Midwest,Married,71040,No,Sedan,Standard,24,1095,20,No,0,895
1059,64,Female,Midwest,Married,98813,No,Truck,Standard,8,1320,30,No,0,1020
1060,73,Female,West,Married,92111,No,SUV,Standard,29,1505,44,Yes,2349,1065
1061,47,Male,South,Single,72583,No,Sports,Premium,24,1665,33,No,0,1335
1062,60,Female,Midwest,Married,94569,No,SUV,Standard,21,1290,29,No,0,1000
1063,65,Male,Midwest,Single,78368,No,Sports,Standard,12,1435,41,No,0,1025
1064,34,Female,West,Married,64801,No,Sedan,Standard,10,1050,18,No,0,870
1065,43,Female,South,Single,87289,No,Truck,Premium,28,1535,22,No,0,1315
1066,53,Female,West,Married,89400,Yes,Sedan,Basic,18,1625,46,No,0,1165
1067,18,Male,West,Divorced,20000,No,SUV,Basic,21,510,12,No,0,390
1068,25,Male,South,Single,37735,No,Truck,Standard,15,975,15,No,0,825
1069,66,Male,South,Married,102398,No,SUV,Premium,26,1740,31,No,0,1430
1070,52,Male,Northeast,Divorced,109460,No,Sports,Premium,18,1710,35,No,0,1360
1071,69,Male,West,Married,107288,No,SUV,Standard,7,1365,32,No,0,1045
1072,32,Male,South,Married,32185,No,Sedan,Basic,11,630,17,No,0,460
1073,64,Female,Midwest,Single,85695,No,Sedan,Standard,20,1420,40,Yes,486,1020
1074,73,Male,Northeast,Single,105237,Yes,Sedan,Premium,1,2605,54,No,0,2065
1075,39,Female,West,Single,64347,No,Sports,Standard,4,1295,40,Yes,7129,895
1076,31,Male,South,Divorced,46225,No,Sedan,Standard,13,1025,17,No,0,855
1077,43,Female,Northeast,Married,59691,No,SUV,Standard,15,1135,22,No,0,915
1078,45,Female,Northeast,Divorced,46100,No,Sports,Premium,18,1655,33,No,0,1325
1079,40,Male,Midwest,Married,51588,No,SUV,Standard,1,1110,21,No,0,900
1080,31,Female,Northeast,Married,43542,No,Truck,Standard,9,1025,17,No,0,855
1081,41,Male,West,Married,59239,No,Sedan,Standard,9,1115,21,No,0,905
